search_id,search_date,stream,agent,query,search_surface,results_screened,candidates_added,notes
S0001,2026-06-29,bootstrap,main,docs/related-work/state-of-the-art.rst,local-corpus,95,65,"Unit: inventoried visible named-mention occurrences in this local file, including repeated heading and summary occurrences; not comparable to or pooled with search-engine result counts."
S0195,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:carla.readthedocs.io OpenDRIVE standalone mode coordinate system spawn points official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 1: named-system verification. Per-query screened-hit and candidate-add counts were not captured.
S0196,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:asam.net OpenDRIVE coordinate systems units validation official standard,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 1: named-system verification. Per-query screened-hit and candidate-add counts were not captured.
S0197,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:isaac-sim.github.io/IsaacLab terrain generator curriculum difficulty USD Gymnasium reset,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 1: named-system verification. Per-query screened-hit and candidate-add counts were not captured.
S0198,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:microsoft.github.io/AirSim drone racing gates coordinate system NED simSpawnObject simLoadLevel reset,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 1: named-system verification. Per-query screened-hit and candidate-add counts were not captured.
S0199,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com/osrf/vrx world generation yaml SDF competition official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 1: named-system verification. Per-query screened-hit and candidate-add counts were not captured.
S0200,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:robotx.org Maritime RobotX Challenge rules buoy course official PDF,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 1: named-system verification. Per-query screened-hit and candidate-add counts were not captured.
S0201,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com/f1tenth f1tenth_gym maps yaml centerline raceline official repository,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0202,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com/f1tenth f1tenth_racetracks centerline.csv raceline.csv,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0203,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com TUMFTM racetrack-database centerline width raceline official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0204,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com TUMFTM laptime-simulation track CSV GeoJSON official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0205,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:leaderboard.carla.org routes xml scenarios json benchmark official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0206,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:asam.net OpenSCENARIO route trajectory coordinate system file format official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0207,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:asam.net OpenCRG road surface curved regular grid format official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0208,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:commonroad.in.tum.de scenario XML lanelet format scenario designer OpenDRIVE official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0209,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:docs.ros.org lanelet2 map format OSM coordinates units official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 2: official citation and format chain. Per-query screened-hit and candidate-add counts were not captured.
S0210,2026-06-29,aware-simulation,aware-simulation-benchmarks,USV reinforcement learning environment random waypoint course generator official GitHub paper,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 3: aerial and maritime terminology expansion. Per-query screened-hit and candidate-add counts were not captured.
S0211,2026-06-29,aware-simulation,aware-simulation-benchmarks,gym-auv official GitHub randomized paths obstacles autonomous underwater vehicle environment,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 3: aerial and maritime terminology expansion. Per-query screened-hit and candidate-add counts were not captured.
S0212,2026-06-29,aware-simulation,aware-simulation-benchmarks,quadrotor waypoint Gymnasium environment random targets official repository,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 3: aerial and maritime terminology expansion. Per-query screened-hit and candidate-add counts were not captured.
S0213,2026-06-29,aware-simulation,aware-simulation-benchmarks,Aerial Gym Simulator procedural environments obstacle generation official GitHub paper,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 3: aerial and maritime terminology expansion. Per-query screened-hit and candidate-add counts were not captured.
S0214,2026-06-29,aware-simulation,aware-simulation-benchmarks,marine simulator scenario JSON waypoint RL interface official HoloOcean,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 3: aerial and maritime terminology expansion. Per-query screened-hit and candidate-add counts were not captured.
S0215,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:robonation.org VRX 2022 Technical Guide world course randomization Gazebo,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 3: aerial and maritime terminology expansion. Per-query screened-hit and candidate-add counts were not captured.
S0216,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:sumo.dlr.de/docs netgenerate random road network XML official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0217,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:commonroad.in.tum.de tutorial map conversion OpenDRIVE Lanelet SUMO Scenario Designer,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0218,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:gazebosim.org SDF world pose collision spawn reset ROS 2 Simulation Interfaces official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0219,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:sdformat.org spec world pose frame units collision geometry SDF official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0220,2026-06-29,aware-simulation,aware-simulation-benchmarks,Formula Student driverless simulator track CSV cones official GitHub EUFS simulator,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0221,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com/QUT-Motorsport/eufs_sim track csv cone map generator official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0222,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:fs-driverless.github.io Formula Student Driverless Simulator track format cones AirSim official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0223,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com/AMZ-Racing/fssim track YAML cone format map official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0224,2026-06-29,aware-simulation,aware-simulation-benchmarks,Formula Student random track generator Voronoi FSSIM YAML FSDS CSV GPX official,mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 4: serialization, road-network, and cone-course expansion. Per-query screened-hit and candidate-add counts were not captured."
S0225,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:github.com/AMZ-Racing/fssim track YAML cone format map official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 5: focused FSSIM/FSDS refinement. Per-query screened-hit and candidate-add counts were not captured.
S0226,2026-06-29,aware-simulation,aware-simulation-benchmarks,"site:github.com/AMZ-Driverless/fssim ""track"" "".yaml"" cones",mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 5: focused FSSIM/FSDS refinement. Per-query screened-hit and candidate-add counts were not captured.
S0227,2026-06-29,aware-simulation,aware-simulation-benchmarks,"site:fs-driverless.github.io ""track spline"" ""CSV"" FSDS",mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 5: focused FSSIM/FSDS refinement. Per-query screened-hit and candidate-add counts were not captured.
S0228,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:fs-driverless.github.io track selection cones reset collision FSDS,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 5: focused FSSIM/FSDS refinement. Per-query screened-hit and candidate-add counts were not captured.
S0229,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:docs.qgroundcontrol.com plan file format mission items geofence rally points JSON,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0230,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:mavlink.io mission protocol waypoint coordinate frames official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0231,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:ardupilot.org planner waypoint file format WPL 110 official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0232,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:docs.px4.io mission file format QGroundControl plan official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0233,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:docs.ros.org nav_msgs Path message header poses frame_id official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0234,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:ogc.org KML standard waypoint route course official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0235,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:mavlink.io/en/file_formats mission plain text QGC WPL 110 official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0236,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:ardupilot.org/copter/docs common-planning-a-mission-with-waypoints-and-events save load mission official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Round 6: portable waypoint/course-format expansion. Per-query screened-hit and candidate-add counts were not captured.
S0237,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:gymnasium.farama.org api env reset seed options terminated truncated official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Non-expansion interface-verification queries. Per-query screened-hit and candidate-add counts were not captured.
S0238,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:gymnasium.farama.org vectorize custom environment official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Non-expansion interface-verification queries. Per-query screened-hit and candidate-add counts were not captured.
S0239,2026-06-29,aware-simulation,aware-simulation-benchmarks,site:pettingzoo.farama.org api parallel reset seed multi agent official,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-simulation-benchmarks.md; section: Exact queries by round / Non-expansion interface-verification queries. Per-query screened-hit and candidate-add counts were not captured.
S0240,2026-06-29,aware-simulation,aware-simulation-benchmarks,RUN-SUMMARY:paper/data/agent_runs/aware-simulation-benchmarks.md,documented-agent-run,NR,30,"Source: paper/data/agent_runs/aware-simulation-benchmarks.md; 30 retained, 0 excluded; final saturation arithmetic: 0/29 = 0.00% and 1/29 = 3.45%. Total screened-hit count was not captured."
S0241,2026-06-29,blind-ground,blind-ground,procedurally generated driving simulator road networks reinforcement learning MetaDrive official paper,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/blind-ground.md; section: Discovery Queries / Autonomous Racing and Simulators. Per-query screened-hit and candidate-add counts were not captured.
S0242,2026-06-29,blind-ground,blind-ground,"""BAYESRACE"" ""random track generator""",mixed-primary-web,NR,NR,Source: paper/data/agent_runs/blind-ground.md; section: Discovery Queries / Autonomous Racing and Simulators. Per-query screened-hit and candidate-add counts were not captured.
S0243,2026-06-29,blind-ground,blind-ground,"""Improving the Generalization of End-to-End Driving through Procedural Generation"" authors",mixed-primary-web,NR,NR,Source: paper/data/agent_runs/blind-ground.md; section: Discovery Queries / Autonomous Racing and Simulators. Per-query screened-hit and candidate-add counts were not captured.
S0244,2026-06-29,blind-ground,blind-ground,"""DeepHyperion: Exploring the Feature Space"" DOI",mixed-primary-web,NR,NR,Source: paper/data/agent_runs/blind-ground.md; section: Discovery Queries / Autonomous-Vehicle Road and Map Generation. Per-query screened-hit and candidate-add counts were not captured.
S0245,2026-06-29,blind-ground,blind-ground,DeepJanus autonomous driving road generation DOI,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/blind-ground.md; section: Discovery Queries / Autonomous-Vehicle Road and Map Generation. Per-query screened-hit and candidate-add counts were not captured.
S0246,2026-06-29,blind-ground,blind-ground,"""Extreme Parkour with Legged Robots"" procedural terrains",mixed-primary-web,NR,NR,"Source: paper/data/agent_runs/blind-ground.md; section: Discovery Queries / Legged, Parkour, and Open-Ended Terrain. Per-query screened-hit and candidate-add counts were not captured."
S0247,2026-06-29,aware-geometry-rl,aware-geometry-rl,autonomous vehicle fuzzing scenario generation road geometry fixed map,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-geometry-rl.md; section: Exact queries / Exclusion-lead verification queries. Per-query screened-hit and candidate-add counts were not captured.
S0248,2026-06-29,aware-geometry-rl,aware-geometry-rl,safety-critical traffic scenario factory road generation fixed road,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-geometry-rl.md; section: Exact queries / Exclusion-lead verification queries. Per-query screened-hit and candidate-add counts were not captured.
S0249,2026-06-29,aware-geometry-rl,aware-geometry-rl,procedural generation race track surroundings iterative level design,mixed-primary-web,NR,NR,Source: paper/data/agent_runs/aware-geometry-rl.md; section: Exact queries / Exclusion-lead verification queries. Per-query screened-hit and candidate-add counts were not captured.
