candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence
C0113,Ashlock2006EvolvingDiverse,Evolving A Diverse Collection of Robot Path Planning Problems,D. A. Ashlock; T. W. Manikas; K. Ashenayi,2006,2006 IEEE International Conference on Evolutionary Computation,10.1109/cec.2006.1688530,https://doi.org/10.1109/cec.2006.1688530,conference paper,aware-geometry-rl,query::evolving diverse collection robot path planning problems generated environments,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/cec.2006.1688530;publisher::https://ieeexplore.ieee.org/document/1688530/
C0114,Wang2014RacingTracks,Racing tracks improvisation,Jiao Jian Wang; Olana Missura,2014,2014 IEEE Conference on Computational Intelligence and Games,10.1109/cig.2014.6932899,https://doi.org/10.1109/cig.2014.6932899,conference paper,racing-game PCG transfer,"""Racing Tracks Improvisation"" IEEE official",blind-ground,candidate,,verified,doi::https://doi.org/10.1109/cig.2014.6932899;publisher::https://ieeexplore.ieee.org/document/6932899/
C0115,Georgiou2016PersonalisedTrack,Personalised track design in car racing games,Theodosis Georgiou; Yiannis Demiris,2016,2016 IEEE Conference on Computational Intelligence and Games (CIG),10.1109/cig.2016.7860435,https://doi.org/10.1109/cig.2016.7860435,conference paper,aware-geometry-rl,citation::10.1109/tciaig.2011.2163692,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/cig.2016.7860435;publisher::https://ieeexplore.ieee.org/document/7860435/
C0116,,Controllable Procedural Generation of Race Track Surroundings for Iterative Level Design,Petr Šimůnek; David Šosvald; Martin Kahoun; Vojtěch Černý,2025,2025 IEEE Conference on Games (CoG),10.1109/cog64752.2025.11114175,https://doi.org/10.1109/cog64752.2025.11114175,conference paper,aware-geometry-rl,query::procedural generation race track surroundings iterative level design,aware-geometry-rl,excluded,"Generates scenery and surroundings around a supplied race track; it does not synthesize, mutate, repair, or select the course geometry.",verified,doi::https://doi.org/10.1109/cog64752.2025.11114175;publisher::https://ieeexplore.ieee.org/document/11114175/
C0118,Sotiropoulos2016VirtualWorlds,Virtual Worlds for Testing Robot Navigation: A Study on the Difficulty Level,Thierry Sotiropoulos; Jérémie Guiochet; Félix Ingrand; Hélène Waeselynck,2016,2016 12th European Dependable Computing Conference (EDCC),10.1109/edcc.2016.14,https://doi.org/10.1109/edcc.2016.14,conference paper,aware-geometry-rl,query::generated virtual worlds robot navigation difficulty level trajectory curves,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/edcc.2016.14;preprint_repository::https://hal.science/hal-01328909v1;publisher::https://ieeexplore.ieee.org/document/7780354/
C0119,Herman2021LearnRace,Learn-To-Race: A Multimodal Control Environment for Autonomous Racing,James Herman; Jonathan Francis; Siddha Ganju; Bingqing Chen; Anirudh Koul; Abhinav Gupta; Alexey Skabelkin; Ivan Zhukov; Max Kumskoy; Eric Nyberg,2021,Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv48922.2021.00965,https://openaccess.thecvf.com/content/ICCV2021/html/Herman_Learn-To-Race_A_Multimodal_Control_Environment_for_Autonomous_Racing_ICCV_2021_paper.html,conference paper; benchmark,aware-geometry-rl,query::Learn to Race autonomous racing environment,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/iccv48922.2021.00965;proceedings::https://openaccess.thecvf.com/content/ICCV2021/html/Herman_Learn-To-Race_A_Multimodal_Control_Environment_for_Autonomous_Racing_ICCV_2021_paper.html
C0120,Yu2023AvoidBenchHigh,AvoidBench: A high-fidelity vision-based obstacle avoidance benchmarking suite for multi-rotors,Hang Yu; Guido C. H. E. de Croon; Christophe De Wagter,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10161097,https://arxiv.org/abs/2301.07430,conference paper,aerial,"""AvoidBench"" aerial robot benchmark obstacle generation",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/ICRA48891.2023.10161097;preprint_repository::https://arxiv.org/abs/2301.07430;publisher::https://ieeexplore.ieee.org/document/10161097/
C0121,Wang2025EnvironmentPolicy,Environment as Policy: Learning to Race in Unseen Tracks,Hongze Wang; Jiaxu Xing; Nico Messikommer; Davide Scaramuzza,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127376,https://doi.org/10.1109/icra55743.2025.11127376,conference paper,aerial,"""Environment as Policy: Learning to Race in Unseen Tracks"" ICRA 2025 paper",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/icra55743.2025.11127376;publisher::https://ieeexplore.ieee.org/document/11127376/
C0122,Steininger2025AutomaticallyGenerating,Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions,Benedikt Steininger; Chrysanthi Papamichail; David Stark; Dejan Nickovic; Alessio Gambi,2025,2025 IEEE/ACM 47th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),10.1109/icse-nier66352.2025.00021,https://ieeexplore.ieee.org/document/11023959/,conference paper,autonomous-vehicle testing,"""Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions""",blind-ground,candidate,,verified,doi::https://doi.org/10.1109/icse-nier66352.2025.00021;publisher::https://ieeexplore.ieee.org/document/11023959/
C0123,Jahangirova2021QualityMetrics,Quality Metrics and Oracles for Autonomous Vehicles Testing,Gunel Jahangirova; Andrea Stocco; Paolo Tonella,2021,"2021 14th IEEE Conference on Software Testing, Verification and Validation (ICST)",10.1109/icst49551.2021.00030,https://doi.org/10.1109/ICST49551.2021.00030,conference paper,aware-geometry-rl,citation::10.1145/3293882.3330566,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/ICST49551.2021.00030;publisher::https://ieeexplore.ieee.org/document/9438556/
C0124,,AV-FUZZER: Finding Safety Violations in Autonomous Driving Systems,Guanpeng Li; Yiran Li; Saurabh Jha; Timothy Tsai; Michael Sullivan; Siva Kumar Sastry Hari; Zbigniew Kalbarczyk; Ravishankar Iyer,2020,2020 IEEE 31st International Symposium on Software Reliability Engineering (ISSRE),10.1109/issre5003.2020.00012,https://doi.org/10.1109/issre5003.2020.00012,conference paper,aware-geometry-rl,query::autonomous vehicle fuzzing scenario generation road geometry fixed map,aware-geometry-rl,excluded,"Mutates traffic-participant trajectories and behaviors on fixed maps; no course geometry, course repair, serialization, or geometry-distribution contribution.",verified,doi::https://doi.org/10.1109/issre5003.2020.00012;publisher::https://ieeexplore.ieee.org/document/9251068/
C0125,Tang2023EvoScenarioIntegrating,EvoScenario: Integrating Road Structures into Critical Scenario Generation for Autonomous Driving System Testing,Shuncheng Tang; Zhenya Zhang; Jixiang Zhou; Yuan Zhou; Yan-Fu Li; Yinxing Xue,2023,2023 IEEE 34th International Symposium on Software Reliability Engineering (ISSRE),10.1109/issre59848.2023.00054,https://doi.org/10.1109/issre59848.2023.00054,conference paper,aware-geometry-rl,query::critical scenario generation integrating road structures EvoScenario,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/issre59848.2023.00054;publisher::https://ieeexplore.ieee.org/document/10301222/
C0126,Poggenhans2018Lanelet2High,Lanelet2: A high-definition map framework for the future of automated driving,Fabian Poggenhans; Jan-Hendrik Pauls; Johannes Janosovits; Stefan Orf; Maximilian Naumann; Florian Kuhnt; Matthias Mayr,2018,2018 21st International Conference on Intelligent Transportation Systems (ITSC),10.1109/itsc.2018.8569929,https://doi.org/10.1109/ITSC.2018.8569929,conference paper,aware-simulation,query::site:docs.ros.org lanelet2 map format OSM coordinates units official,aware-simulation-benchmarks,candidate,,verified,doi::https://doi.org/10.1109/ITSC.2018.8569929;publisher::https://ieeexplore.ieee.org/document/8569929/
C0127,,Scenario Factory: Creating Safety-Critical Traffic Scenarios for Automated Vehicles,Moritz Klischat; Edmond Irani Liu; Fabian Holtke; Matthias Althoff,2020,2020 IEEE 23rd International Conference on Intelligent Transportation Systems (ITSC),10.1109/itsc45102.2020.9294629,https://doi.org/10.1109/itsc45102.2020.9294629,conference paper,aware-geometry-rl,query::safety-critical traffic scenario factory road generation fixed road,aware-geometry-rl,excluded,Generates traffic scenarios on existing road networks; the contribution is actor/scenario synthesis rather than course geometry or geometry distributions.,verified,doi::https://doi.org/10.1109/itsc45102.2020.9294629;publisher::https://ieeexplore.ieee.org/document/9294629/
C0128,Althoff2017CommonRoadComposable,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff; Markus Koschi; Stefanie Manzinger,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,https://doi.org/10.1109/ivs.2017.7995802,conference paper,aware-geometry-rl; aware-simulation,query::CommonRoad composable benchmarks road serialization lanelet official; query::site:commonroad.in.tum.de scenario XML lanelet format scenario designer OpenDRIVE official,aware-geometry-rl; aware-simulation-benchmarks,candidate,,verified,doi::https://doi.org/10.1109/ivs.2017.7995802;official_repository::https://mediatum.ub.tum.de/1379638;official_repository::https://mediatum.ub.tum.de/export/1379638/bibtex;publisher::https://ieeexplore.ieee.org/document/7995802/
C0129,Xu2024OmniDronesEfficient,OmniDrones: An Efficient and Flexible Platform for Reinforcement Learning in Drone Control,Botian Xu; Feng Gao; Chao Yu; Ruize Zhang; Yi Wu; Yu Wang,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3356168,https://arxiv.org/abs/2309.12825,journal article,aerial,OmniDrones efficient flexible platform reinforcement learning drone control track task official,blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/lra.2024.3356168;preprint_repository::https://arxiv.org/abs/2309.12825;publisher::https://ieeexplore.ieee.org/document/10409589/
C0130,Yu2025MAVRLLearn,MAVRL: Learn to Fly in Cluttered Environments With Varying Speed,Hang Yu; Christophe De Wagter; Guido C. H. E. de Croon,2025,IEEE Robotics and Automation Letters,10.1109/lra.2024.3522778,https://doi.org/10.1109/lra.2024.3522778,journal article,aerial,"""MAVRL: Learn to Fly in Cluttered Environments with Varying Speed""",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/lra.2024.3522778;publisher::https://ieeexplore.ieee.org/document/10816139/
C0131,Kulkarni2025AerialGym,Aerial Gym Simulator: A Framework for Highly Parallelized Simulation of Aerial Robots,Mihir Kulkarni;Welf Rehberg;Kostas Alexis,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3548507,https://doi.org/10.1109/lra.2025.3548507,journal article,aerial; aware-simulation,query::Aerial Gym Simulator procedural environments obstacle generation official GitHub paper; site:github.com/ntnu-arl aerial_gym procedurally generated environments paper,aware-simulation-benchmarks; blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/lra.2025.3548507;publisher::https://ieeexplore.ieee.org/document/10910148/
C0132,LeBars2015WorldRobotic,"The World Robotic Sailing Championship, a Competition to Stimulate the Development of Autonomous Sailboats",Fabrice Le Bars; Luc Jaulin,2015,OCEANS 2015 - Genova,10.1109/oceans-genova.2015.7271767,https://doi.org/10.1109/oceans-genova.2015.7271767,conference paper,maritime,World Robotic Sailing Championship rules buoy race autonomous sailboat official,blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/oceans-genova.2015.7271767;publisher::https://ieeexplore.ieee.org/document/7271767/
C0133,Castellano2021AnalysisRoad,Analysis of Road Representations in Search-Based Testing of Autonomous Driving Systems,Ezequiel Castellano; Ahmet Cetinkaya; Paolo Arcaini,2021,"2021 IEEE 21st International Conference on Software Quality, Reliability and Security (QRS)",10.1109/qrs54544.2021.00028,https://ieeexplore.ieee.org/document/9724804/,conference paper,aware-geometry-rl,citation::10.1145/3293882.3330566,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/qrs54544.2021.00028;publisher::https://ieeexplore.ieee.org/document/9724804/
C0134,Ayerdi2023RoadSignSBFT,RoadSign at the SBFT 2023 Tool Competition Cyber-Physical Systems Track,Jon Ayerdi; Aitor Arrieta; Miren Illarramendi,2023,2023 IEEE/ACM International Workshop on Search-Based and Fuzz Testing (SBFT),10.1109/sbft59156.2023.00006,https://doi.org/10.1109/sbft59156.2023.00006,conference paper; tool paper,targeted refinement round 1,"""RoadSign"" failure-revealing roads self-driving cars",blind-ground,candidate,,verified,doi::https://doi.org/10.1109/sbft59156.2023.00006;publisher::https://ieeexplore.ieee.org/document/10190387/
C0135,DeVivo2023SpiraleSBFT,Spirale at the SBFT 2023 Tool Competiton - Cyber-Physical Systems Track,Domenico De Vivo; Anna Rita Fasolino,2023,2023 IEEE/ACM International Workshop on Search-Based and Fuzz Testing (SBFT),10.1109/sbft59156.2023.00007,https://ieeexplore.ieee.org/document/10190397/,conference paper,targeted refinement round 1,"""Spirale"" lane keeping road generation SBFT 2023",blind-ground,candidate,,verified,doi::https://doi.org/10.1109/sbft59156.2023.00007;publisher::https://ieeexplore.ieee.org/document/10190397/
C0136,Panichella2021SBSTTool,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00011,https://ieeexplore.ieee.org/document/9476243/,conference paper; competition report,aware-geometry-rl,citation::10.1145/3293882.3330566,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/sbst52555.2021.00011;publisher::https://ieeexplore.ieee.org/document/9476243/
C0137,Han2021PreliminaryEvaluation,Preliminary Evaluation of Path-aware Crossover Operators for Search-Based Test Data Generation for Autonomous Driving,Seunghee Han; Jaeuk Kim; Geon Kim; Jaemin Cho; Jiin Kim; Shin Yoo,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00020,https://doi.org/10.1109/SBST52555.2021.00020,workshop paper,aware-geometry-rl,citation::10.1145/3293882.3330566,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1109/SBST52555.2021.00020;publisher::https://ieeexplore.ieee.org/document/9476236/
C0138,Herremans2023AutonomousPort,Autonomous Port Navigation With Ranging Sensors Using Model-Based Reinforcement Learning,Siemen Herremans;Ali Anwar;Arne Troch;Ian Ravijts;Maarten Vangeneugden;Siegfried Mercelis;Peter Hellinckx,2023,"ASME 2023 42nd International Conference on Ocean, Offshore and Arctic Engineering",10.1115/omae2023-104455,https://doi.org/10.1115/omae2023-104455,conference paper,maritime,site:arxiv.org autonomous surface vessel random obstacle scenarios reinforcement learning waypoint distribution,blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1115/omae2023-104455;publisher::https://asmedigitalcollection.asme.org/OMAE/proceedings/OMAE2023/86878/V005T06A072/1167237
C0139,Loquercio2021LearningHigh,Learning high-speed flight in the wild,Antonio Loquercio; Elia Kaufmann; René Ranftl; Matthias Müller; Vladlen Koltun; Davide Scaramuzza,2021,Science Robotics,10.1126/scirobotics.abg5810,https://doi.org/10.1126/scirobotics.abg5810,journal article,aerial,"site:rpg.ifi.uzh.ch ""Learning High-Speed Flight in the Wild"" random environment obstacles",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1126/scirobotics.abg5810;publisher::https://www.science.org/doi/10.1126/scirobotics.abg5810
C0140,Cheng2024ExtremeParkour,Extreme Parkour with Legged Robots,Xuxin Cheng; Kexin Shi; Ananye Agarwal; Deepak Pathak,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610200,https://arxiv.org/abs/2309.14341,conference paper,legged-robot obstacle courses,"""Extreme Parkour with Legged Robots"" procedural terrains",blind-ground,candidate,,verified,doi::https://doi.org/10.1109/ICRA57147.2024.10610200;preprint_repository::https://arxiv.org/abs/2309.14341;publisher::https://ieeexplore.ieee.org/document/10610200/
C0141,Cardamone2011InteractiveEvolution,Interactive Evolution for the Procedural Generation of Tracks in a High-End Racing Game,Luigi Cardamone; Daniele Loiacono; Pier Luca Lanzi,2011,Proceedings of the 13th annual conference on Genetic and evolutionary computation,10.1145/2001576.2001631,https://doi.org/10.1145/2001576.2001631,conference paper,aware-geometry-rl; racing-game PCG transfer,citation::10.1109/tciaig.2011.2163692; site:dl.acm.org racing track procedural generation evolutionary TORCS,aware-geometry-rl; blind-ground,candidate,,verified,doi::https://doi.org/10.1145/2001576.2001631;publisher::https://dl.acm.org/doi/10.1145/2001576.2001631
C0142,Zohdinasab2021DeepHyperionExploring,DeepHyperion: Exploring the Feature Space of Deep Learning-Based Systems through Illumination Search,Tahereh Zohdinasab; Vincenzo Riccio; Alessio Gambi; Paolo Tonella,2021,Proceedings of the 30th ACM SIGSOFT International Symposium on Software Testing and Analysis,10.1145/3460319.3464811,https://doi.org/10.1145/3460319.3464811,conference paper,autonomous-vehicle testing; aware-geometry-rl,"""DeepHyperion: Exploring the Feature Space"" DOI; citation::10.1145/3368089.3409730",aware-geometry-rl; blind-ground,candidate,,verified,doi::https://doi.org/10.1145/3460319.3464811;publisher::https://dl.acm.org/doi/10.1145/3460319.3464811
C0143,,Wasserstein generative adversarial networks for online test generation for cyber physical systems,Jarkko Peltomäki; Frankie Spencer; Ivan Porres,2022,Proceedings of the 15th Workshop on Search-Based Software Testing,10.1145/3526072.3527522,https://doi.org/10.1145/3526072.3527522,conference paper,autonomous-vehicle testing; aware-geometry-rl,"""Wasserstein generative adversarial networks for online test generation""; citation::10.1145/3680468",aware-geometry-rl; blind-ground,excluded,"Generic online CPS test-vector generation with no course, road, or track geometry synthesis, mutation, repair, serialization, or course-distribution contribution.",verified,doi::https://doi.org/10.1145/3526072.3527522;publisher::https://dl.acm.org/doi/10.1145/3526072.3527522
C0144,Starace2022GenRLSBST,GenRL at the SBST 2022 Tool Competition,Luigi Libero Lucio Starace; Andrea Romdhana; Sergio Di Martino,2022,Proceedings of the 15th Workshop on Search-Based Software Testing,10.1145/3526072.3527533,https://doi.org/10.1145/3526072.3527533,conference paper,targeted refinement round 1,"""GenRL"" road topology generation SBST 2022",blind-ground,candidate,,verified,doi::https://doi.org/10.1145/3526072.3527533;publisher::https://dl.acm.org/doi/10.1145/3526072.3527533;publisher::https://dlnext.acm.org/doi/pdf/10.1145/3526072.3527533
C0145,Humeniuk2024ReinforcementLearning,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk;Foutse Khomh;Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3680468,https://doi.org/10.1145/3680468,journal article,aware-geometry-rl; targeted refinement round 1,"""RIGAA"" road topology generation autonomous vehicle; citation::10.1016/j.scico.2023.102990",aware-geometry-rl; blind-ground,candidate,,verified,doi::https://doi.org/10.1145/3680468;publisher::https://dl.acm.org/doi/10.1145/3680468
C0146,Nylnder2025SearchBased,Search-based Generation of Waypoints for Triggering Self-Adaptations in Maritime Autonomous Vessels,Karoline Nylænder; Aitor Arrieta; Shaukat Ali; Paolo Arcaini,2025,Proceedings of the Genetic and Evolutionary Computation Conference,10.1145/3712256.3726399,https://doi.org/10.1145/3712256.3726399,conference paper,maritime,"""Search-based Generation of Waypoints for Triggering Self-Adaptations"" official",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1145/3712256.3726399;publisher::https://dl.acm.org/doi/10.1145/3712256.3726399
C0147,Bingham2019TowardMaritime,Toward Maritime Robotic Simulation in Gazebo,Brian Bingham;Carlos Agüero;Michael McCarrin;Joseph Klamo;Joshua Malia;Kevin Allen;Tyler Lum;Marshall Rawson;Rumman Waqar,2019,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962724,https://doi.org/10.23919/oceans40490.2019.8962724,conference paper,aware-simulation; maritime,query::site:github.com/osrf/vrx world generation yaml SDF competition official; site:github.com/osrf/vrx world generation buoy course task documentation; site:openrobotics.org VRX Virtual RobotX paper course buoy world generation,aware-simulation-benchmarks; blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.23919/oceans40490.2019.8962724;publisher::https://ieeexplore.ieee.org/document/8962724/
C0148,Zhu2026ComplexityControllable,Complexity controllable road network generation for virtual testing of autonomous driving,Yu Zhu; Jiaxin Wang; Shaoxin Yuan; Zhigang Xu; Xiaobo Qu,2026,Communications in Transportation Research,10.26599/commtr.2026.9640024,https://doi.org/10.26599/commtr.2026.9640024,journal article,aware-geometry-rl,query::complexity controllable road network generation virtual testing autonomous driving,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.26599/commtr.2026.9640024;publisher::https://www.sciopen.com/article/10.26599/COMMTR.2026.9640024
C0149,Havenstrm2021DeepReinforcement,Deep Reinforcement Learning Controller for 3D Path Following and Collision Avoidance by Autonomous Underwater Vehicles,Simen Theie Havenstrøm; Adil Rasheed; Omer San,2021,Frontiers in Robotics and AI,10.3389/frobt.2020.566037,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2020.566037/full,journal article,aware-simulation,query::gym-auv official GitHub randomized paths obstacles autonomous underwater vehicle environment,aware-simulation-benchmarks,candidate,,verified,doi::https://doi.org/10.3389/frobt.2020.566037;publisher::https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2020.566037/full
C0150,Hwang2022NavigationScenario,Navigation Scenario Permutation Model for Training of Maritime Autonomous Surface Ship Remote Operators,Taemin Hwang; Ik-Hyun Youn,2022,Applied Sciences,10.3390/app12031651,https://www.mdpi.com/2076-3417/12/3/1651,journal article,maritime,"""scenario generation"" autonomous surface vessel benchmark waypoints buoys",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.3390/app12031651;publisher::https://www.mdpi.com/2076-3417/12/3/1651
C0151,Campos2015ProceduralGeneration,Procedural Generation of Road Paths for Driving Simulation,Carlos Campos; João Miguel Leitão; António Fernando Coelho,2015,International Journal of Creative Interfaces and Computer Graphics,10.4018/ijcicg.2015070103,https://doi.org/10.4018/ijcicg.2015070103,journal article,aware-geometry-rl,query::procedural generation road paths driving simulation,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.4018/ijcicg.2015070103;publisher::https://www.igi-global.com/viewtitle.aspx?TitleId=147171
C0152,Muktadir2023ProceduralGeneration,Procedural Generation of High-Definition Road Networks for Autonomous Vehicle Testing and Traffic Simulations,Golam Md Muktadir; Abdul Jawad; Ishaan Paranjape; Jim Whitehead; Aleksey Shepelev,2023,SAE International Journal of Connected and Automated Vehicles,10.4271/12-06-01-0007,https://saemobilus.sae.org/articles/procedural-generation-high-definition-road-networks-autonomous-vehicle-testing-traffic-simulations-12-06-01-0007,journal article,autonomous-vehicle testing,JunctionArt procedural generation high-definition road networks official paper,blind-ground,candidate,,verified,doi::https://doi.org/10.4271/12-06-01-0007;publisher::https://saemobilus.sae.org/articles/procedural-generation-high-definition-road-networks-autonomous-vehicle-testing-traffic-simulations-12-06-01-0007
C0153,Brockman2016OpenAIGym,OpenAI Gym,Greg Brockman; Vicki Cheung; Ludwig Pettersson; Jonas Schneider; John Schulman; Jie Tang; Wojciech Zaremba,2016,arXiv,10.48550/arxiv.1606.01540,https://arxiv.org/abs/1606.01540,preprint,robot-learning benchmark,OpenAI Gym CarRacing random track generation official repository paper,blind-ground,candidate,,verified,doi::https://doi.org/10.48550/arxiv.1606.01540;preprint_repository::https://arxiv.org/abs/1606.01540
C0154,Wang2019POETOpen,POET: Open-Ended Coevolution of Environments and their Optimized Solutions,Rui Wang; Joel Lehman; Jeff Clune; Kenneth O. Stanley,2019,The Genetic and Evolutionary Computation Conference (GECCO 2019),10.1145/3321707.3321799,https://gecco-2019.sigevo.org/index.html/Accepted+Papers,conference paper,open-ended terrain curricula,open ended environment generation BipedalWalker obstacle courses POET PAIRED,blind-ground,candidate,,verified,doi::https://doi.org/10.1145/3321707.3321799;proceedings::https://gecco-2019.sigevo.org/index.html/Accepted+Papers
C0155,Zhou2022OpenEnded,Open-Ended Learning Strategies for Learning Complex Locomotion Skills,Fangqin Zhou; Joaquin Vanschoren,2022,arXiv,10.48550/arxiv.2206.06796,https://arxiv.org/abs/2206.06796,preprint,open-ended terrain curricula,procedural obstacle course generation quadruped robot reinforcement learning paper,blind-ground,candidate,,verified,doi::https://doi.org/10.48550/arxiv.2206.06796;preprint_repository::https://arxiv.org/abs/2206.06796
C0156,Zhou2023FLYOVERModel,FLYOVER: A Model-Driven Method to Generate Diverse Highway Interchanges for Autonomous Vehicle Testing,Yuan Zhou; Gengjie Lin; Yun Tang; Kairui Yang; Wei Jing; Ping Zhang; Junbo Chen; Liang Gong; Yang Liu,2023,arXiv,10.48550/arxiv.2301.12738,https://arxiv.org/abs/2301.12738,preprint,autonomous-vehicle testing,"""FLYOVER: A Model-Driven Method to Generate Diverse Highway Interchanges for Autonomous Vehicle Testing""",blind-ground,candidate,,verified,preprint_repository::https://arxiv.org/abs/2301.12738
C0157,Joshi2023SimReal,Sim-to-Real Deep Reinforcement Learning based Obstacle Avoidance for UAVs under Measurement Uncertainty,Bhaskar Joshi; Dhruv Kapur; Harikumar Kandath,2023,arXiv,10.48550/arxiv.2303.07243,https://arxiv.org/abs/2303.07243,preprint,aerial,site:arxiv.org autonomous surface vessel random obstacle scenarios reinforcement learning waypoint distribution,blind-aerial-maritime,candidate,,verified,preprint_repository::https://arxiv.org/abs/2303.07243
C0158,Sun2024DriveSceneGenGenerating,DriveSceneGen: Generating Diverse and Realistic Driving Scenarios from Scratch,Shuo Sun; Zekai Gu; Tianchen Sun; Jiawei Sun; Chengran Yuan; Yuhang Han; Dongen Li; Marcelo H. Ang Jr.,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3416792,https://arxiv.org/abs/2309.14685,journal article,learned map generation,"""DriveSceneGen: Generating Diverse and Realistic Driving Scenarios from Scratch"" official paper",blind-ground,candidate,,verified,doi::https://doi.org/10.1109/lra.2024.3416792;preprint_repository::https://arxiv.org/abs/2309.14685;publisher::https://ieeexplore.ieee.org/document/10565975/
C0159,Kulkarni2024ReinforcementLearning,Reinforcement Learning for Collision-free Flight Exploiting Deep Collision Encoding,Mihir Kulkarni; Kostas Alexis,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610287,https://doi.org/10.1109/icra57147.2024.10610287,conference paper,aerial,"""Reinforcement Learning for Collision-Free Flight Exploiting Deep Collision Encoding""",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/icra57147.2024.10610287;publisher::https://ieeexplore.ieee.org/document/10610287/
C0160,Zhao2024LearningSpeed,Learning Speed Adaptation for Flight in Clutter,Guangyu Zhao; Tianyue Wu; Yeke Chen; Fei Gao,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3421789,https://doi.org/10.1109/lra.2024.3421789,journal article,aerial,"""Learning speed adaptation for flight in clutter""",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/lra.2024.3421789;publisher::https://ieeexplore.ieee.org/document/10582409/
C0161,Liang2025EnvironmentCurriculum,Environment Curriculum Generation via Large Language Models,William Liang; Sam Wang; Hung-Ju Wang; Osbert Bastani; Dinesh Jayaraman; Yecheng Jason Ma,2025,Proceedings of The 8th Conference on Robot Learning,,https://proceedings.mlr.press/v270/liang25a.html,conference paper,legged-robot terrain curricula,"""Eurekaverse"" terrain generation quadruped official paper",blind-ground,candidate,,verified,proceedings::https://proceedings.mlr.press/v270/liang25a.html
C0162,Zhou2024DiffRoadRealistic,DiffRoad: Realistic and Diverse Road Scenario Generation for Autonomous Vehicle Testing,Junjie Zhou; Lin Wang; Qiang Meng; Xiaofan Wang,2024,arXiv,10.48550/arxiv.2411.09451,https://arxiv.org/abs/2411.09451,preprint,autonomous-vehicle testing,"""DiffRoad: Realistic and Diverse Road Scenario Generation for Autonomous Vehicle Testing""",blind-ground,candidate,,verified,doi::https://doi.org/10.48550/arxiv.2411.09451;preprint_repository::https://arxiv.org/abs/2411.09451
